resume_id,ground_truth_years,parsed_years,absolute_error,root_cause,raw_text_snippet
12043694,22,11.666666666666666,10.333333333333334,multiple date formats missed,Snippet unavailable
19506295,14,21.25,7.25,overlapping jobs double counted,Snippet unavailable
22168194,10,16.416666666666668,6.416666666666668,overlapping jobs double counted,Snippet unavailable
17694572,6,17.833333333333332,11.833333333333332,overlapping jobs double counted,Snippet unavailable
31536294,12,20.83333333333333,8.833333333333332,overlapping jobs double counted,Snippet unavailable
82738323,5,15.0,10.0,overlapping jobs double counted,Snippet unavailable
21796843,17,23.916666666666668,6.916666666666668,overlapping jobs double counted,Snippet unavailable
27606527,18,30.416666666666668,12.416666666666668,overlapping jobs double counted,Snippet unavailable
17396388,12,27.0,15.0,overlapping jobs double counted,Snippet unavailable
36302399,12,24.166666666666668,12.166666666666668,overlapping jobs double counted,Snippet unavailable
73157997,12,27.416666666666668,15.416666666666668,overlapping jobs double counted,Snippet unavailable
26987539,9,19.666666666666668,10.666666666666668,overlapping jobs double counted,Snippet unavailable
25200253,25,37.41666666666666,12.416666666666664,overlapping jobs double counted,Snippet unavailable
79041971,5,17.416666666666668,12.416666666666668,overlapping jobs double counted,Snippet unavailable
30713796,23,3.4166666666666665,19.58333333333333,multiple date formats missed,Snippet unavailable
11842348,17,28.0,11.0,overlapping jobs double counted,Snippet unavailable
13393401,22,11.583333333333334,10.416666666666666,multiple date formats missed,Snippet unavailable
15856762,21,24.416666666666668,3.416666666666668,overlapping jobs double counted,Snippet unavailable
45167858,12,7.25,4.75,multiple date formats missed,Snippet unavailable
34953092,6,1.6666666666666667,4.333333333333333,multiple date formats missed,Snippet unavailable
77156708,6,9.666666666666666,3.666666666666666,overlapping jobs double counted,Snippet unavailable
87867370,23,26.75,3.75,overlapping jobs double counted,Snippet unavailable
72876163,12,20.58333333333333,8.583333333333332,overlapping jobs double counted,Snippet unavailable
65864767,14,23.416666666666668,9.416666666666668,overlapping jobs double counted,Snippet unavailable
41651672,10,20.5,10.5,overlapping jobs double counted,Snippet unavailable
28051330,24,6.166666666666667,17.833333333333332,multiple date formats missed,Snippet unavailable
18208580,7,22.58333333333333,15.583333333333332,overlapping jobs double counted,Snippet unavailable
41152404,10,3.6666666666666665,6.333333333333334,multiple date formats missed,Snippet unavailable
63158213,35,12.083333333333334,22.916666666666664,multiple date formats missed,Snippet unavailable
89512321,14,1.5,12.5,multiple date formats missed,Snippet unavailable
95625660,35,3.583333333333333,31.416666666666668,multiple date formats missed,Snippet unavailable
82118447,35,41.66666666666666,6.666666666666664,overlapping jobs double counted,Snippet unavailable
24964303,18,30.08333333333333,12.083333333333332,overlapping jobs double counted,Snippet unavailable
14752209,22,27.25,5.25,overlapping jobs double counted,Snippet unavailable
95382114,11,7.0,4.0,multiple date formats missed,Snippet unavailable
14055971,8,18.25,10.25,overlapping jobs double counted,Snippet unavailable
12546838,17,10.083333333333334,6.916666666666666,multiple date formats missed,Snippet unavailable
31273310,13,24.166666666666668,11.166666666666668,overlapping jobs double counted,Snippet unavailable
39875803,21,29.416666666666668,8.416666666666668,overlapping jobs double counted,Snippet unavailable
10235211,32,25.416666666666668,6.583333333333332,multiple date formats missed,Snippet unavailable
14726000,12,21.75,9.75,overlapping jobs double counted,Snippet unavailable
19557384,17,10.25,6.75,multiple date formats missed,Snippet unavailable
35673335,13,24.416666666666668,11.416666666666668,overlapping jobs double counted,Snippet unavailable
17730889,11,19.166666666666668,8.166666666666668,overlapping jobs double counted,Snippet unavailable
26278597,9,18.08333333333333,9.083333333333332,overlapping jobs double counted,Snippet unavailable
18293620,14,19.25,5.25,overlapping jobs double counted,Snippet unavailable
13888506,35,39.583333333333336,4.583333333333336,overlapping jobs double counted,Snippet unavailable
20748929,7,16.666666666666668,9.666666666666668,overlapping jobs double counted,Snippet unavailable
24412546,40,51.41666666666666,11.416666666666664,overlapping jobs double counted,Snippet unavailable
19268120,18,12.75,5.25,multiple date formats missed,Snippet unavailable
28396528,3,14.166666666666666,11.166666666666666,overlapping jobs double counted,Snippet unavailable
28230807,13,20.666666666666668,7.666666666666668,overlapping jobs double counted,Snippet unavailable
25924968,16,23.416666666666668,7.416666666666668,overlapping jobs double counted,Snippet unavailable
21904897,20,31.0,11.0,overlapping jobs double counted,Snippet unavailable
24709432,36,47.91666666666666,11.916666666666664,overlapping jobs double counted,Snippet unavailable
30826569,8,18.916666666666668,10.916666666666668,overlapping jobs double counted,Snippet unavailable
26718039,19,36.41666666666666,17.416666666666664,overlapping jobs double counted,Snippet unavailable
19007667,19,36.41666666666666,17.416666666666664,overlapping jobs double counted,Snippet unavailable
27298953,20,29.83333333333333,9.833333333333332,overlapping jobs double counted,Snippet unavailable
23591247,7,14.583333333333334,7.583333333333334,overlapping jobs double counted,Snippet unavailable
23398733,8,18.416666666666668,10.416666666666668,overlapping jobs double counted,Snippet unavailable
13411858,26,38.41666666666666,12.416666666666664,overlapping jobs double counted,Snippet unavailable
21101152,7,18.416666666666668,11.416666666666668,overlapping jobs double counted,Snippet unavailable
57262959,24,28.75,4.75,overlapping jobs double counted,Snippet unavailable
22561438,6,12.416666666666666,6.416666666666666,overlapping jobs double counted,Snippet unavailable
12420359,21,30.33333333333333,9.333333333333332,overlapping jobs double counted,Snippet unavailable
10100240,10,3.0,7.0,multiple date formats missed,Snippet unavailable
32025286,30,9.916666666666666,20.083333333333336,multiple date formats missed,Snippet unavailable
23818675,25,31.666666666666668,6.666666666666668,overlapping jobs double counted,Snippet unavailable
18472240,10,20.916666666666668,10.916666666666668,overlapping jobs double counted,Snippet unavailable
32773331,28,31.416666666666668,3.416666666666668,overlapping jobs double counted,Snippet unavailable
51638201,24,7.666666666666667,16.333333333333332,multiple date formats missed,Snippet unavailable
90032884,9,19.25,10.25,overlapping jobs double counted,Snippet unavailable
45475027,15,25.25,10.25,overlapping jobs double counted,Snippet unavailable
12654876,36,46.833333333333336,10.833333333333336,overlapping jobs double counted,Snippet unavailable
19928941,5,15.25,10.25,overlapping jobs double counted,Snippet unavailable
69764348,7,19.08333333333333,12.083333333333332,overlapping jobs double counted,Snippet unavailable
25187733,34,42.66666666666666,8.666666666666664,overlapping jobs double counted,Snippet unavailable
28756444,7,12.833333333333334,5.833333333333334,overlapping jobs double counted,Snippet unavailable
14585273,37,29.0,8.0,multiple date formats missed,Snippet unavailable
51432451,5,16.083333333333332,11.083333333333332,overlapping jobs double counted,Snippet unavailable
17983957,22,27.416666666666668,5.416666666666668,overlapping jobs double counted,Snippet unavailable
17025292,13,0.0,13.0,multiple date formats missed,Snippet unavailable
95429627,7,23.416666666666668,16.416666666666668,overlapping jobs double counted,Snippet unavailable
71888547,9,18.83333333333333,9.833333333333332,overlapping jobs double counted,Snippet unavailable
34875813,12,24.916666666666668,12.916666666666668,overlapping jobs double counted,Snippet unavailable
15083600,32,27.166666666666668,4.833333333333332,multiple date formats missed,Snippet unavailable
29647215,6,25.75,19.75,overlapping jobs double counted,Snippet unavailable
37818861,25,8.0,17.0,multiple date formats missed,Snippet unavailable
38399177,6,14.166666666666666,8.166666666666666,overlapping jobs double counted,Snippet unavailable
99714410,18,42.41666666666666,24.416666666666664,overlapping jobs double counted,Snippet unavailable
12374933,14,20.83333333333333,6.833333333333332,overlapping jobs double counted,Snippet unavailable
31016926,15,23.416666666666668,8.416666666666668,overlapping jobs double counted,Snippet unavailable
15699744,14,35.333333333333336,21.333333333333336,overlapping jobs double counted,Snippet unavailable
30083884,28,42.41666666666666,14.416666666666664,overlapping jobs double counted,Snippet unavailable
25694422,24,16.166666666666668,7.833333333333332,multiple date formats missed,Snippet unavailable
20314980,12,23.666666666666668,11.666666666666668,overlapping jobs double counted,Snippet unavailable
12547982,34,30.83333333333333,3.166666666666668,multiple date formats missed,Snippet unavailable
17199951,5,28.83333333333333,23.83333333333333,overlapping jobs double counted,Snippet unavailable
12674307,6,16.666666666666668,10.666666666666668,overlapping jobs double counted,Snippet unavailable
39434376,6,14.916666666666666,8.916666666666666,overlapping jobs double counted,Snippet unavailable
29147100,7,16.833333333333332,9.833333333333332,overlapping jobs double counted,Snippet unavailable
54201930,10,21.416666666666668,11.416666666666668,overlapping jobs double counted,Snippet unavailable
24285142,22,27.33333333333333,5.333333333333332,overlapping jobs double counted,Snippet unavailable
32532982,44,40.91666666666666,3.083333333333336,multiple date formats missed,Snippet unavailable
11919526,31,35.25,4.25,overlapping jobs double counted,Snippet unavailable
22496394,20,13.0,7.0,multiple date formats missed,Snippet unavailable
26046064,14,9.666666666666666,4.333333333333334,multiple date formats missed,Snippet unavailable
18460045,13,25.416666666666668,12.416666666666668,overlapping jobs double counted,Snippet unavailable
12415691,5,0.0,5.0,multiple date formats missed,Snippet unavailable
30968749,9,19.75,10.75,overlapping jobs double counted,Snippet unavailable
21705160,14,3.0,11.0,multiple date formats missed,Snippet unavailable
26924514,10,22.416666666666668,12.416666666666668,overlapping jobs double counted,Snippet unavailable
21283733,21,26.416666666666668,5.416666666666668,overlapping jobs double counted,Snippet unavailable
25723793,11,18.08333333333333,7.083333333333332,overlapping jobs double counted,Snippet unavailable
26160200,8,28.416666666666668,20.416666666666668,overlapping jobs double counted,Snippet unavailable
11005406,14,25.416666666666668,11.416666666666668,overlapping jobs double counted,Snippet unavailable
12085736,10,0.0,10.0,multiple date formats missed,Snippet unavailable
18501746,7,13.25,6.25,overlapping jobs double counted,Snippet unavailable
21125113,6,1.5,4.5,multiple date formats missed,Snippet unavailable
30999638,9,20.08333333333333,11.083333333333332,overlapping jobs double counted,Snippet unavailable
20490741,6,13.416666666666666,7.416666666666666,overlapping jobs double counted,Snippet unavailable
31909493,9,19.166666666666668,10.166666666666668,overlapping jobs double counted,Snippet unavailable
14209965,6,16.75,10.75,overlapping jobs double counted,Snippet unavailable
27981289,4,13.166666666666666,9.166666666666666,overlapping jobs double counted,Snippet unavailable
18927233,5,12.333333333333334,7.333333333333334,overlapping jobs double counted,Snippet unavailable
13837784,2,12.0,10.0,overlapping jobs double counted,Snippet unavailable
90685127,5,13.916666666666666,8.916666666666666,overlapping jobs double counted,Snippet unavailable
30864828,20,28.75,8.75,overlapping jobs double counted,Snippet unavailable
14761906,11,16.5,5.5,overlapping jobs double counted,Snippet unavailable
34583750,5,14.0,9.0,overlapping jobs double counted,Snippet unavailable
15941675,13,24.75,11.75,overlapping jobs double counted,Snippet unavailable
27040860,10,16.583333333333332,6.583333333333332,overlapping jobs double counted,Snippet unavailable
32985311,6,1.5,4.5,multiple date formats missed,Snippet unavailable
64468610,20,31.58333333333333,11.583333333333332,overlapping jobs double counted,Snippet unavailable
11981094,20,31.58333333333333,11.583333333333332,overlapping jobs double counted,Snippet unavailable
37335325,19,28.0,9.0,overlapping jobs double counted,Snippet unavailable
10219099,13,22.916666666666668,9.916666666666668,overlapping jobs double counted,Snippet unavailable
25797445,8,31.58333333333333,23.58333333333333,overlapping jobs double counted,Snippet unavailable
11890896,11,19.5,8.5,overlapping jobs double counted,Snippet unavailable
25608963,16,26.0,10.0,overlapping jobs double counted,Snippet unavailable
13264796,28,18.25,9.75,multiple date formats missed,Snippet unavailable
20566550,5,1.9166666666666667,3.083333333333333,multiple date formats missed,Snippet unavailable
54227873,9,18.416666666666668,9.416666666666668,overlapping jobs double counted,Snippet unavailable
22890839,13,22.33333333333333,9.333333333333332,overlapping jobs double counted,Snippet unavailable
74236636,15,23.58333333333333,8.583333333333332,overlapping jobs double counted,Snippet unavailable
28762662,22,31.666666666666668,9.666666666666668,overlapping jobs double counted,Snippet unavailable
17103000,14,24.58333333333333,10.583333333333332,overlapping jobs double counted,Snippet unavailable
82125182,5,9.166666666666666,4.166666666666666,overlapping jobs double counted,Snippet unavailable
74512244,6,10.916666666666666,4.916666666666666,overlapping jobs double counted,Snippet unavailable
70541112,21,28.916666666666668,7.916666666666668,overlapping jobs double counted,Snippet unavailable
22720697,31,40.0,9.0,overlapping jobs double counted,Snippet unavailable
48285304,15,24.75,9.75,overlapping jobs double counted,Snippet unavailable
28398216,39,33.75,5.25,multiple date formats missed,Snippet unavailable
12071138,12,26.416666666666668,14.416666666666668,overlapping jobs double counted,Snippet unavailable
66741193,15,22.33333333333333,7.333333333333332,overlapping jobs double counted,Snippet unavailable
26961846,13,5.166666666666667,7.833333333333333,multiple date formats missed,Snippet unavailable
26231609,6,17.833333333333332,11.833333333333332,overlapping jobs double counted,Snippet unavailable
18975686,37,0.0,37.0,multiple date formats missed,Snippet unavailable
23955183,7,19.08333333333333,12.083333333333332,overlapping jobs double counted,Snippet unavailable
76454959,24,0.0,24.0,multiple date formats missed,Snippet unavailable
14106638,20,28.83333333333333,8.833333333333332,overlapping jobs double counted,Snippet unavailable
47410104,13,18.666666666666668,5.666666666666668,overlapping jobs double counted,Snippet unavailable
29998869,16,26.666666666666668,10.666666666666668,overlapping jobs double counted,Snippet unavailable
15792052,9,18.75,9.75,overlapping jobs double counted,Snippet unavailable
15717923,35,10.083333333333334,24.916666666666664,multiple date formats missed,Snippet unavailable
14408510,16,25.916666666666668,9.916666666666668,overlapping jobs double counted,Snippet unavailable
25838512,1,10.416666666666666,9.416666666666666,overlapping jobs double counted,Snippet unavailable
17915015,17,26.916666666666668,9.916666666666668,overlapping jobs double counted,Snippet unavailable
38108845,19,26.58333333333333,7.583333333333332,overlapping jobs double counted,Snippet unavailable
17660419,11,21.416666666666668,10.416666666666668,overlapping jobs double counted,Snippet unavailable
26459032,9,17.416666666666668,8.416666666666668,overlapping jobs double counted,Snippet unavailable
19975121,9,19.08333333333333,10.083333333333332,overlapping jobs double counted,Snippet unavailable
10333051,9,20.08333333333333,11.083333333333332,overlapping jobs double counted,Snippet unavailable
27084878,11,19.416666666666668,8.416666666666668,overlapping jobs double counted,Snippet unavailable
29573698,2,11.25,9.25,overlapping jobs double counted,Snippet unavailable
38642923,28,10.166666666666666,17.833333333333336,multiple date formats missed,Snippet unavailable
39805617,10,18.416666666666668,8.416666666666668,overlapping jobs double counted,Snippet unavailable
12938389,9,19.916666666666668,10.916666666666668,overlapping jobs double counted,Snippet unavailable
18767449,14,25.416666666666668,11.416666666666668,overlapping jobs double counted,Snippet unavailable
67032711,5,12.5,7.5,overlapping jobs double counted,Snippet unavailable
20279756,13,21.83333333333333,8.833333333333332,overlapping jobs double counted,Snippet unavailable
27974588,43,21.666666666666668,21.33333333333333,multiple date formats missed,Snippet unavailable
12019284,6,19.58333333333333,13.583333333333332,overlapping jobs double counted,Snippet unavailable
34792238,15,25.75,10.75,overlapping jobs double counted,Snippet unavailable
49325370,13,21.166666666666668,8.166666666666668,overlapping jobs double counted,Snippet unavailable
26908066,9,19.916666666666668,10.916666666666668,overlapping jobs double counted,Snippet unavailable
22008817,8,16.833333333333332,8.833333333333332,overlapping jobs double counted,Snippet unavailable
34962725,4,0.75,3.25,multiple date formats missed,Snippet unavailable
24548333,17,8.0,9.0,multiple date formats missed,Snippet unavailable
25834360,26,35.833333333333336,9.833333333333336,overlapping jobs double counted,Snippet unavailable
27090089,14,26.416666666666668,12.416666666666668,overlapping jobs double counted,Snippet unavailable
16132195,13,5.333333333333333,7.666666666666667,multiple date formats missed,Snippet unavailable
85421438,4,14.583333333333334,10.583333333333334,overlapping jobs double counted,Snippet unavailable
15680735,20,29.58333333333333,9.583333333333332,overlapping jobs double counted,Snippet unavailable
31395710,14,5.666666666666667,8.333333333333332,multiple date formats missed,Snippet unavailable
97169343,16,26.416666666666668,10.416666666666668,overlapping jobs double counted,Snippet unavailable
39082090,16,12.916666666666666,3.083333333333334,multiple date formats missed,Snippet unavailable
28670024,18,14.75,3.25,multiple date formats missed,Snippet unavailable
85417107,10,18.75,8.75,overlapping jobs double counted,Snippet unavailable
87520378,7,12.916666666666666,5.916666666666666,overlapping jobs double counted,Snippet unavailable
14667957,15,20.166666666666668,5.166666666666668,overlapping jobs double counted,Snippet unavailable
18949843,12,19.25,7.25,overlapping jobs double counted,Snippet unavailable
21866029,8,19.83333333333333,11.833333333333332,overlapping jobs double counted,Snippet unavailable
18731098,13,24.33333333333333,11.333333333333332,overlapping jobs double counted,Snippet unavailable
32947778,21,16.916666666666668,4.083333333333332,multiple date formats missed,Snippet unavailable
26780935,7,21.916666666666668,14.916666666666668,overlapping jobs double counted,Snippet unavailable
27165830,27,36.75,9.75,overlapping jobs double counted,Snippet unavailable
15576950,14,20.33333333333333,6.333333333333332,overlapping jobs double counted,Snippet unavailable
22323967,6,16.416666666666668,10.416666666666668,overlapping jobs double counted,Snippet unavailable
28640735,25,38.41666666666666,13.416666666666664,overlapping jobs double counted,Snippet unavailable
14640322,34,9.25,24.75,multiple date formats missed,Snippet unavailable
57667857,16,26.75,10.75,overlapping jobs double counted,Snippet unavailable
16861758,9,26.166666666666668,17.166666666666668,overlapping jobs double counted,Snippet unavailable
39650734,10,16.166666666666668,6.166666666666668,overlapping jobs double counted,Snippet unavailable
30563572,22,34.416666666666664,12.416666666666664,overlapping jobs double counted,Snippet unavailable
16852973,15,25.5,10.5,overlapping jobs double counted,Snippet unavailable
17422560,10,20.5,10.5,overlapping jobs double counted,Snippet unavailable
24508725,10,16.166666666666668,6.166666666666668,overlapping jobs double counted,Snippet unavailable
18316239,12,7.083333333333333,4.916666666666667,multiple date formats missed,Snippet unavailable
10265057,3,14.666666666666666,11.666666666666666,overlapping jobs double counted,Snippet unavailable
28035460,20,15.75,4.25,multiple date formats missed,Snippet unavailable
20408458,22,26.416666666666668,4.416666666666668,overlapping jobs double counted,Snippet unavailable
29051656,10,13.75,3.75,overlapping jobs double counted,Snippet unavailable
10840430,16,27.83333333333333,11.833333333333332,overlapping jobs double counted,Snippet unavailable
20879311,14,28.416666666666668,14.416666666666668,overlapping jobs double counted,Snippet unavailable
18067556,5,12.416666666666666,7.416666666666666,overlapping jobs double counted,Snippet unavailable
28126340,7,25.75,18.75,overlapping jobs double counted,Snippet unavailable
17111768,9,18.25,9.25,overlapping jobs double counted,Snippet unavailable
35325329,11,25.25,14.25,overlapping jobs double counted,Snippet unavailable
13477922,33,25.5,7.5,multiple date formats missed,Snippet unavailable
40018190,1,12.25,11.25,overlapping jobs double counted,Snippet unavailable
27536013,22,28.416666666666668,6.416666666666668,overlapping jobs double counted,Snippet unavailable
12635195,8,18.0,10.0,overlapping jobs double counted,Snippet unavailable
11957080,22,29.33333333333333,7.333333333333332,overlapping jobs double counted,Snippet unavailable
23666211,26,12.5,13.5,multiple date formats missed,Snippet unavailable
12045067,11,25.166666666666668,14.166666666666668,overlapping jobs double counted,Snippet unavailable
64017585,24,15.833333333333334,8.166666666666666,multiple date formats missed,Snippet unavailable
59346975,13,20.0,7.0,overlapping jobs double counted,Snippet unavailable
18436190,9,18.33333333333333,9.333333333333332,overlapping jobs double counted,Snippet unavailable
21386255,12,27.416666666666668,15.416666666666668,overlapping jobs double counted,Snippet unavailable
25001005,7,15.75,8.75,overlapping jobs double counted,Snippet unavailable
24590489,12,22.25,10.25,overlapping jobs double counted,Snippet unavailable
38056161,13,26.0,13.0,overlapping jobs double counted,Snippet unavailable
93828034,22,32.416666666666664,10.416666666666664,overlapping jobs double counted,Snippet unavailable
34712719,2,11.25,9.25,overlapping jobs double counted,Snippet unavailable
13727873,5,19.5,14.5,overlapping jobs double counted,Snippet unavailable
11842274,26,22.08333333333333,3.916666666666668,multiple date formats missed,Snippet unavailable
22861181,9,22.416666666666668,13.416666666666668,overlapping jobs double counted,Snippet unavailable
15917885,5,19.33333333333333,14.333333333333332,overlapping jobs double counted,Snippet unavailable
22560013,16,31.416666666666668,15.416666666666668,overlapping jobs double counted,Snippet unavailable
26330995,19,7.583333333333333,11.416666666666668,multiple date formats missed,Snippet unavailable
45900271,3,13.416666666666666,10.416666666666666,overlapping jobs double counted,Snippet unavailable
36107065,34,0.0,34.0,multiple date formats missed,Snippet unavailable
32441790,12,23.75,11.75,overlapping jobs double counted,Snippet unavailable
21321598,16,27.83333333333333,11.833333333333332,overlapping jobs double counted,Snippet unavailable
45462344,24,17.0,7.0,multiple date formats missed,Snippet unavailable
17378327,37,40.41666666666666,3.4166666666666643,overlapping jobs double counted,Snippet unavailable
33578873,5,15.416666666666666,10.416666666666666,overlapping jobs double counted,Snippet unavailable
10464113,38,17.0,21.0,multiple date formats missed,Snippet unavailable
16511249,26,17.333333333333332,8.666666666666668,multiple date formats missed,Snippet unavailable
37735467,13,6.083333333333333,6.916666666666667,multiple date formats missed,Snippet unavailable
15581242,3,12.416666666666666,9.416666666666666,overlapping jobs double counted,Snippet unavailable
28867567,5,16.416666666666668,11.416666666666668,overlapping jobs double counted,Snippet unavailable
23760084,16,26.75,10.75,overlapping jobs double counted,Snippet unavailable
37792474,24,36.333333333333336,12.333333333333336,overlapping jobs double counted,Snippet unavailable
85918100,19,24.0,5.0,overlapping jobs double counted,Snippet unavailable
28198029,28,18.75,9.25,multiple date formats missed,Snippet unavailable
55477468,5,14.333333333333334,9.333333333333334,overlapping jobs double counted,Snippet unavailable
29184740,25,0.0,25.0,multiple date formats missed,Snippet unavailable
19918523,20,7.916666666666667,12.083333333333332,multiple date formats missed,Snippet unavailable
32067700,8,12.75,4.75,overlapping jobs double counted,Snippet unavailable
