resume_id,category,character_count,word_count,estimated_layout_type,contains_email,contains_phone,contains_dates,contains_education,contains_experience,contains_skills
15041689,HR,5179,662,single_column,False,False,True,True,True,True
80162314,HR,5546,713,single_column,False,False,True,True,True,True
20993320,HR,5716,726,single_column,False,False,True,True,True,True
14640322,HR,5241,717,single_column,False,False,True,True,True,True
26289308,HR,5392,670,single_column,False,False,True,True,True,True
23408537,HR,5393,653,single_column,False,False,True,True,True,True
28808263,HR,5874,713,single_column,False,False,True,True,True,True
18084150,HR,5909,734,single_column,False,False,True,True,True,True
26671167,HR,5496,670,single_column,False,False,True,True,True,True
44476983,HR,6073,759,single_column,False,False,True,True,True,True
16877897,HR,8029,1065,single_column,False,False,True,True,True,True
29091445,HR,5227,686,single_column,False,False,True,True,True,True
25724495,HR,6969,914,single_column,False,False,True,True,True,True
24508725,HR,17242,2302,single_column,False,True,True,True,True,True
11698189,HR,4168,511,single_column,False,False,True,True,True,True
27165830,HR,8009,1002,single_column,False,False,True,True,True,True
47470864,HR,6527,814,single_column,False,False,True,True,True,True
34740556,HR,5446,674,single_column,False,False,True,True,True,True
18557164,HR,5202,662,single_column,False,False,True,True,True,True
19179079,HR,13958,1761,single_column,False,False,True,True,True,True
13376919,HR,5051,660,single_column,False,False,True,True,True,True
26048718,HR,13218,1652,single_column,False,False,True,True,True,True
17150707,HR,5038,648,single_column,False,False,True,True,True,True
18297650,HR,10434,1318,single_column,False,False,True,True,True,True
23510685,HR,6618,846,single_column,False,False,True,True,True,True
39970711,HR,4997,632,single_column,False,False,True,True,True,True
20806155,HR,24834,3119,single_column,False,True,True,True,True,True
28640735,HR,8226,1054,single_column,False,False,True,True,True,True
15575117,HR,9304,1197,single_column,False,False,True,False,True,True
27496514,HR,4954,641,single_column,False,False,True,True,True,True
14256329,HR,5018,683,single_column,False,False,True,True,True,True
19336728,HR,2077,254,single_column,False,False,True,True,True,True
10694288,HR,5107,647,single_column,False,False,True,True,True,True
28175164,HR,7089,910,single_column,False,False,True,True,True,True
10399912,HR,5599,720,single_column,False,False,True,True,True,True
20417897,HR,5661,676,single_column,False,False,True,True,True,True
18731098,HR,7582,919,single_column,False,False,True,True,True,True
30563572,HR,5604,665,single_column,False,False,True,True,True,True
24402267,HR,6118,807,single_column,False,False,True,True,True,True
32308556,HR,5654,716,single_column,False,False,True,True,True,True
27847081,HR,6403,760,single_column,False,False,True,True,True,True
25150191,HR,5350,661,single_column,False,False,True,True,True,True
37058472,DESIGNER,4633,582,single_column,False,False,True,True,True,True
68240723,DESIGNER,4280,565,single_column,False,False,True,True,True,True
76010167,DESIGNER,1990,245,single_column,False,False,True,True,True,True
19164410,DESIGNER,5436,755,single_column,False,False,True,True,True,True
29147100,DESIGNER,1974,247,single_column,False,False,True,True,True,True
25061645,DESIGNER,2772,362,single_column,False,False,True,True,True,True
11919526,DESIGNER,7133,909,single_column,False,False,True,True,True,True
81011612,DESIGNER,2473,315,single_column,False,False,True,True,True,True
11722421,DESIGNER,5095,643,single_column,False,False,True,True,True,True
13774329,DESIGNER,7310,940,single_column,False,False,True,True,True,True
35990852,DESIGNER,10603,1548,single_column,False,False,True,True,True,True
36269672,DESIGNER,2706,417,single_column,False,False,True,False,True,True
90066849,DESIGNER,8406,1091,single_column,False,False,True,True,True,True
27529455,DESIGNER,8607,1065,single_column,False,False,True,True,True,True
85101052,DESIGNER,5942,826,single_column,False,False,True,True,True,True
22567495,DESIGNER,6992,881,single_column,False,False,True,True,True,True
10751444,DESIGNER,9259,1132,single_column,False,False,True,True,True,True
11807040,DESIGNER,10153,1295,single_column,False,False,True,True,True,True
12415691,DESIGNER,5406,711,single_column,False,False,True,True,True,True
38565119,DESIGNER,6886,826,single_column,False,False,True,True,True,True
21705160,DESIGNER,985,131,single_column,False,False,True,True,True,True
26496059,DESIGNER,10221,1348,single_column,False,False,True,True,True,True
29524570,DESIGNER,5249,711,single_column,False,False,True,True,True,True
15936656,DESIGNER,2377,289,single_column,False,False,True,True,True,True
13557622,DESIGNER,1464,200,single_column,False,False,True,True,True,True
41506705,DESIGNER,5553,692,single_column,False,False,True,True,True,True
32954522,DESIGNER,3577,491,single_column,False,False,True,True,True,True
44185767,DESIGNER,9181,1101,single_column,False,False,True,True,True,True
14014749,DESIGNER,6016,826,single_column,False,False,True,True,True,True
34349255,DESIGNER,2680,338,single_column,False,False,True,True,True,True
16288901,DESIGNER,2612,335,single_column,False,False,True,True,True,True
25422388,DESIGNER,6322,763,single_column,False,False,True,True,True,True
22496394,DESIGNER,6136,726,single_column,False,False,True,True,True,True
38744475,DESIGNER,3688,456,single_column,False,False,True,True,True,True
67582956,DESIGNER,4964,591,single_column,False,False,True,True,True,True
26676567,DESIGNER,12148,1666,single_column,False,False,True,True,True,True
14724186,DESIGNER,2706,359,single_column,False,False,True,True,True,True
10748989,DESIGNER,6685,722,single_column,False,False,True,True,True,True
26924514,DESIGNER,9856,1201,single_column,False,False,True,True,True,True
12674307,DESIGNER,3314,430,single_column,False,False,True,True,True,True
23951429,DESIGNER,2436,286,single_column,False,False,True,True,True,True
26046064,DESIGNER,1962,252,single_column,False,False,True,True,True,True
28326441,DESIGNER,6319,843,single_column,False,False,True,True,True,True
78149576,DESIGNER,1181,134,single_column,False,False,True,True,True,True
17555081,DESIGNER,5952,710,single_column,False,False,True,True,True,True
39776400,DESIGNER,6428,860,single_column,False,False,True,True,True,True
37263609,DESIGNER,4706,606,single_column,False,False,True,True,True,True
13518263,DESIGNER,2561,318,single_column,False,False,True,True,True,True
11155153,DESIGNER,17154,2284,single_column,False,False,True,True,True,True
54201930,DESIGNER,7079,914,single_column,False,False,True,True,True,True
10466583,DESIGNER,1915,253,single_column,False,False,True,True,True,False
26790545,DESIGNER,5693,754,single_column,False,False,True,True,True,True
11958994,DESIGNER,5873,735,single_column,False,False,True,True,True,True
30968749,DESIGNER,6621,815,single_column,False,False,True,True,True,True
20932019,DESIGNER,3154,426,single_column,False,False,True,True,True,True
51681660,DESIGNER,7133,1143,single_column,False,False,True,True,True,True
34657584,DESIGNER,6319,801,single_column,False,False,True,True,True,True
15471999,DESIGNER,5826,770,single_column,False,False,True,True,True,True
18979238,DESIGNER,6203,957,single_column,False,False,True,True,True,True
26622051,DESIGNER,4076,532,single_column,False,False,True,True,True,True
22675694,DESIGNER,5695,901,single_column,False,False,True,True,True,True
25023614,DESIGNER,4973,714,single_column,False,False,True,True,True,True
20390397,DESIGNER,3938,482,single_column,False,False,True,True,True,True
17199951,DESIGNER,3805,477,single_column,False,False,True,True,True,True
14743911,DESIGNER,5786,787,single_column,False,False,True,True,True,True
24455357,DESIGNER,4287,565,single_column,False,False,True,True,True,True
91153752,DESIGNER,2902,375,single_column,False,False,True,True,True,True
14528265,DESIGNER,2630,307,single_column,False,False,True,True,True,True
18460045,DESIGNER,2052,242,single_column,False,False,True,False,True,True
20986595,DESIGNER,5488,706,single_column,False,False,True,True,True,True
20748926,DESIGNER,6312,782,single_column,False,False,True,True,True,True
32532982,DESIGNER,5921,814,single_column,False,False,True,True,True,True
34317538,DESIGNER,16001,2268,single_column,False,False,True,True,True,True
19195747,DESIGNER,7813,1090,single_column,False,False,True,True,True,True
12547982,DESIGNER,8975,1099,single_column,False,False,True,True,True,True
94417768,DESIGNER,5562,649,single_column,False,False,True,True,True,True
24655918,DESIGNER,3788,465,single_column,False,False,True,True,True,True
27497542,DESIGNER,3094,393,single_column,False,False,True,True,True,True
62312955,DESIGNER,2755,346,single_column,False,False,True,True,True,True
22506245,DESIGNER,4026,539,single_column,False,False,True,True,True,True
28663949,DESIGNER,2190,295,single_column,False,False,True,True,True,True
39434376,DESIGNER,1966,256,single_column,False,False,True,True,True,True
13998435,DESIGNER,7212,894,single_column,False,False,True,True,True,True
30965258,DESIGNER,5518,711,single_column,False,False,True,True,True,True
18835363,DESIGNER,6878,932,single_column,False,False,True,True,True,True
26503829,DESIGNER,6210,811,single_column,False,False,True,True,True,True
18198627,DESIGNER,7404,946,single_column,False,False,True,True,True,True
39252859,DESIGNER,5175,706,single_column,False,False,True,True,True,True
34051710,DESIGNER,6453,799,single_column,False,False,True,True,True,True
37664296,DESIGNER,11535,1449,single_column,False,False,True,True,True,True
21916744,DESIGNER,5552,732,single_column,False,False,True,True,True,True
15425154,DESIGNER,7504,948,single_column,False,False,True,True,True,True
24285142,DESIGNER,6878,883,single_column,False,False,True,True,True,True
24583187,DESIGNER,5150,630,single_column,False,False,True,True,True,True
29865476,DESIGNER,6263,830,single_column,False,False,True,True,True,True
25949631,DESIGNER,6412,877,single_column,False,False,True,True,True,True
21283733,DESIGNER,6734,838,single_column,False,False,True,True,True,True
51018476,DESIGNER,3626,512,single_column,False,False,True,True,True,True
13014900,DESIGNER,11117,1568,single_column,False,False,True,True,True,True
44145704,DESIGNER,5674,699,single_column,False,False,True,True,True,True
18795567,DESIGNER,5169,653,single_column,False,False,True,True,True,True
42384185,DESIGNER,5893,760,single_column,False,False,True,True,True,True
26942552,DESIGNER,5857,714,single_column,False,False,True,True,True,True
67645662,DESIGNER,8422,1081,single_column,False,False,True,True,True,True
34511655,DESIGNER,5743,747,single_column,False,False,True,True,True,True
37695494,DESIGNER,3549,455,single_column,False,False,True,True,True,True
93301686,DESIGNER,5986,791,single_column,False,False,True,True,True,True
36856210,INFORMATION-TECHNOLOGY,4888,617,single_column,False,False,True,True,True,True
21780877,INFORMATION-TECHNOLOGY,6491,807,single_column,False,True,True,True,True,True
33241454,INFORMATION-TECHNOLOGY,4447,540,single_column,False,False,True,True,True,True
25990239,INFORMATION-TECHNOLOGY,6443,736,single_column,False,False,True,True,True,True
16899268,INFORMATION-TECHNOLOGY,4203,573,single_column,False,False,True,True,True,True
91635250,INFORMATION-TECHNOLOGY,7648,944,single_column,False,False,True,True,True,True
19796840,INFORMATION-TECHNOLOGY,16124,2043,single_column,False,False,True,True,True,True
15651486,INFORMATION-TECHNOLOGY,6895,888,single_column,False,False,True,True,True,True
52246737,INFORMATION-TECHNOLOGY,8381,961,single_column,False,False,True,True,True,True
12045067,INFORMATION-TECHNOLOGY,9157,1206,single_column,False,True,True,True,True,True
13836471,INFORMATION-TECHNOLOGY,4974,658,single_column,False,False,True,True,True,True
14789139,INFORMATION-TECHNOLOGY,8844,1163,single_column,False,False,True,True,True,True
36434348,INFORMATION-TECHNOLOGY,5790,715,single_column,False,False,True,True,True,True
27536013,INFORMATION-TECHNOLOGY,6093,780,single_column,False,False,True,True,True,True
18301617,INFORMATION-TECHNOLOGY,5794,657,single_column,False,False,True,True,True,True
24913648,INFORMATION-TECHNOLOGY,7294,906,single_column,False,False,True,True,True,True
26801767,INFORMATION-TECHNOLOGY,9776,1227,single_column,False,False,True,True,True,True
27372171,INFORMATION-TECHNOLOGY,12274,1572,single_column,False,False,True,True,True,True
91697974,INFORMATION-TECHNOLOGY,6113,729,single_column,False,False,True,True,True,True
28672970,INFORMATION-TECHNOLOGY,6855,846,single_column,False,False,True,True,True,True
66832845,INFORMATION-TECHNOLOGY,5278,710,single_column,False,False,True,True,True,True
25207620,INFORMATION-TECHNOLOGY,6677,862,single_column,False,False,True,True,True,True
41344156,INFORMATION-TECHNOLOGY,6782,913,single_column,False,False,True,True,True,True
68460556,INFORMATION-TECHNOLOGY,2672,330,single_column,False,False,True,True,True,True
10247517,INFORMATION-TECHNOLOGY,7224,881,single_column,False,False,True,True,True,True
25959103,INFORMATION-TECHNOLOGY,5652,692,single_column,False,False,True,True,True,True
13385306,INFORMATION-TECHNOLOGY,5383,714,single_column,False,False,True,True,True,True
38753827,INFORMATION-TECHNOLOGY,10135,1289,single_column,False,False,True,True,True,True
17681064,INFORMATION-TECHNOLOGY,5466,653,single_column,False,False,True,True,True,True
25905275,INFORMATION-TECHNOLOGY,7654,966,single_column,False,False,True,True,True,True
11580408,INFORMATION-TECHNOLOGY,5963,807,single_column,False,False,True,True,True,True
19201175,INFORMATION-TECHNOLOGY,5927,753,single_column,False,False,True,True,True,True
12635195,INFORMATION-TECHNOLOGY,3101,380,single_column,False,False,True,True,True,True
32959732,INFORMATION-TECHNOLOGY,12215,1661,single_column,False,False,True,True,True,True
17688766,INFORMATION-TECHNOLOGY,4567,579,single_column,False,False,True,True,True,True
20024870,INFORMATION-TECHNOLOGY,3018,390,single_column,False,False,True,True,True,True
22450718,INFORMATION-TECHNOLOGY,8011,995,single_column,False,False,True,True,True,True
46260230,INFORMATION-TECHNOLOGY,10644,1321,single_column,False,False,True,True,True,True
10839851,INFORMATION-TECHNOLOGY,4627,556,single_column,False,False,True,False,True,True
18752129,INFORMATION-TECHNOLOGY,8887,1325,single_column,False,False,True,True,True,True
37764298,INFORMATION-TECHNOLOGY,6977,872,single_column,False,False,True,True,True,True
90867631,INFORMATION-TECHNOLOGY,13253,1641,single_column,True,True,True,True,True,True
17641670,INFORMATION-TECHNOLOGY,14373,1847,single_column,False,False,True,True,True,True
24889109,INFORMATION-TECHNOLOGY,4968,628,single_column,False,False,True,True,True,True
24083609,INFORMATION-TECHNOLOGY,2062,237,single_column,False,False,True,True,True,True
24038620,INFORMATION-TECHNOLOGY,6393,907,single_column,False,False,True,True,True,True
29051656,INFORMATION-TECHNOLOGY,7129,956,single_column,False,False,True,True,True,True
20237244,INFORMATION-TECHNOLOGY,3439,402,single_column,False,False,True,True,True,True
20001721,INFORMATION-TECHNOLOGY,4028,465,single_column,False,False,True,True,True,True
92069209,INFORMATION-TECHNOLOGY,5757,710,single_column,False,False,True,True,True,True
13405733,INFORMATION-TECHNOLOGY,6589,797,single_column,False,False,True,True,True,True
28697203,INFORMATION-TECHNOLOGY,5648,700,single_column,False,False,True,True,True,True
28035460,INFORMATION-TECHNOLOGY,6758,805,single_column,False,False,True,True,True,True
21283365,INFORMATION-TECHNOLOGY,6227,886,single_column,False,False,True,True,True,True
17987433,INFORMATION-TECHNOLOGY,6122,751,single_column,False,False,True,True,True,True
10553553,INFORMATION-TECHNOLOGY,5403,662,single_column,False,False,True,True,True,True
15118506,INFORMATION-TECHNOLOGY,5559,721,single_column,False,False,True,True,True,True
18176523,INFORMATION-TECHNOLOGY,4977,606,single_column,False,False,True,True,True,True
24020470,INFORMATION-TECHNOLOGY,8193,1098,single_column,False,False,True,True,True,True
70089206,INFORMATION-TECHNOLOGY,7092,875,single_column,False,False,True,True,True,True
27770859,INFORMATION-TECHNOLOGY,5689,741,single_column,False,False,True,True,True,True
57002858,INFORMATION-TECHNOLOGY,5515,691,single_column,False,False,True,True,True,True
13477922,INFORMATION-TECHNOLOGY,5484,723,single_column,False,False,True,True,True,True
28126340,INFORMATION-TECHNOLOGY,8840,1256,single_column,False,False,True,True,True,True
37242217,INFORMATION-TECHNOLOGY,7455,920,single_column,False,False,True,True,True,True
10089434,INFORMATION-TECHNOLOGY,8521,1055,single_column,False,False,True,True,True,True
11957080,INFORMATION-TECHNOLOGY,9592,1241,single_column,False,False,True,True,True,True
35325329,INFORMATION-TECHNOLOGY,6887,871,single_column,False,False,True,True,True,True
10840430,INFORMATION-TECHNOLOGY,7716,915,single_column,False,False,True,True,True,True
64017585,INFORMATION-TECHNOLOGY,3372,419,single_column,False,False,True,True,True,True
19850482,INFORMATION-TECHNOLOGY,7313,983,single_column,False,False,True,True,True,True
52618188,INFORMATION-TECHNOLOGY,7801,1012,single_column,False,False,True,True,True,True
28897981,INFORMATION-TECHNOLOGY,6952,899,single_column,False,False,True,True,True,True
51639418,INFORMATION-TECHNOLOGY,5383,655,single_column,False,False,True,True,True,True
20674668,INFORMATION-TECHNOLOGY,6022,832,single_column,False,False,True,True,True,True
23527321,INFORMATION-TECHNOLOGY,6139,809,single_column,False,False,True,True,True,True
18159866,INFORMATION-TECHNOLOGY,10762,1347,single_column,False,False,True,True,True,True
22776912,INFORMATION-TECHNOLOGY,9561,1172,single_column,False,False,True,True,True,True
23864648,INFORMATION-TECHNOLOGY,6207,786,single_column,False,False,True,True,True,True
18187364,INFORMATION-TECHNOLOGY,9662,1186,single_column,False,False,True,True,True,True
83816738,INFORMATION-TECHNOLOGY,9483,1227,single_column,False,False,True,True,True,True
20824105,INFORMATION-TECHNOLOGY,7376,916,single_column,False,False,True,True,True,True
33381211,INFORMATION-TECHNOLOGY,11360,1513,single_column,False,False,True,True,True,True
16533554,INFORMATION-TECHNOLOGY,5446,702,single_column,False,False,True,True,True,True
20879311,INFORMATION-TECHNOLOGY,8440,1030,single_column,False,False,True,True,True,True
31111279,INFORMATION-TECHNOLOGY,8421,1140,single_column,False,False,True,True,True,True
17111768,INFORMATION-TECHNOLOGY,11083,1397,single_column,False,False,True,True,True,True
11584809,INFORMATION-TECHNOLOGY,5663,662,single_column,False,False,True,True,True,True
20408458,INFORMATION-TECHNOLOGY,8646,1296,single_column,False,False,True,True,True,True
91121135,INFORMATION-TECHNOLOGY,7041,829,single_column,False,False,True,True,True,True
24230851,INFORMATION-TECHNOLOGY,5125,655,single_column,False,False,True,True,True,True
40018190,INFORMATION-TECHNOLOGY,3466,394,single_column,False,False,True,True,True,True
16186411,INFORMATION-TECHNOLOGY,9224,1313,single_column,False,False,True,True,True,True
29975124,INFORMATION-TECHNOLOGY,6390,826,single_column,False,False,True,True,True,True
26746496,INFORMATION-TECHNOLOGY,8520,1222,single_column,False,False,True,True,True,True
89413122,INFORMATION-TECHNOLOGY,4951,614,single_column,False,False,True,True,True,True
12334140,INFORMATION-TECHNOLOGY,13398,2044,single_column,False,False,True,True,True,True
10641230,INFORMATION-TECHNOLOGY,5906,738,single_column,False,False,True,True,True,True
10265057,INFORMATION-TECHNOLOGY,5373,716,single_column,False,False,True,True,True,True
30223363,INFORMATION-TECHNOLOGY,11032,1431,single_column,False,False,True,True,True,True
15791766,INFORMATION-TECHNOLOGY,5031,613,single_column,False,False,True,True,True,True
29075857,INFORMATION-TECHNOLOGY,9509,1253,single_column,False,False,True,True,True,True
12763627,INFORMATION-TECHNOLOGY,6289,931,single_column,False,False,True,True,True,True
39718499,INFORMATION-TECHNOLOGY,2532,321,single_column,False,False,True,True,True,True
27058381,INFORMATION-TECHNOLOGY,12189,1715,single_column,False,True,True,True,True,True
25857360,INFORMATION-TECHNOLOGY,6930,826,single_column,False,False,True,True,True,True
26768723,INFORMATION-TECHNOLOGY,5254,695,single_column,False,False,True,True,True,True
31243710,INFORMATION-TECHNOLOGY,8049,1041,single_column,False,False,True,True,True,True
15297298,INFORMATION-TECHNOLOGY,6231,729,single_column,False,False,True,True,True,True
27295996,INFORMATION-TECHNOLOGY,7475,928,single_column,False,False,True,True,True,True
39413067,INFORMATION-TECHNOLOGY,5621,688,single_column,False,False,True,True,True,True
48037995,INFORMATION-TECHNOLOGY,6132,743,single_column,False,False,True,True,True,True
15802627,INFORMATION-TECHNOLOGY,8342,1085,single_column,False,False,True,True,True,True
51363762,INFORMATION-TECHNOLOGY,8634,1053,single_column,False,False,True,True,True,True
18067556,INFORMATION-TECHNOLOGY,20561,2670,single_column,False,False,True,True,True,True
27485716,INFORMATION-TECHNOLOGY,6358,741,single_column,False,False,True,True,True,True
26480367,INFORMATION-TECHNOLOGY,5296,671,single_column,False,False,True,True,True,True
81761658,INFORMATION-TECHNOLOGY,6956,884,single_column,False,False,True,True,True,True
79541391,INFORMATION-TECHNOLOGY,13149,1769,single_column,False,False,True,True,True,True
23666211,INFORMATION-TECHNOLOGY,6237,745,single_column,False,False,True,True,True,True
12467531,TEACHER,7158,905,single_column,False,False,True,True,True,True
19918523,TEACHER,2827,351,single_column,False,False,True,True,True,True
62184086,TEACHER,2891,361,single_column,False,False,True,True,True,True
28063132,TEACHER,2893,362,single_column,False,False,True,True,True,True
29797594,TEACHER,5554,789,single_column,False,False,True,True,True,True
22408666,TEACHER,5817,754,single_column,False,False,True,True,True,True
13087952,TEACHER,5205,619,single_column,False,False,True,True,True,True
15850434,TEACHER,5281,746,single_column,False,False,True,True,True,True
28772892,TEACHER,7745,909,single_column,False,False,True,True,True,True
33704389,TEACHER,5656,788,single_column,False,True,True,True,True,True
16210888,TEACHER,6088,728,single_column,False,False,True,True,True,True
38750659,TEACHER,5256,628,single_column,False,False,True,True,True,True
90363254,TEACHER,6873,903,single_column,False,False,True,True,True,True
66906212,TEACHER,7534,1027,single_column,False,False,True,True,True,True
34745915,TEACHER,7532,955,single_column,False,False,True,True,True,True
34689720,TEACHER,5116,754,single_column,False,False,True,True,True,True
48547319,TEACHER,5756,705,single_column,False,True,True,True,True,True
19464810,TEACHER,7966,887,single_column,False,False,True,True,True,True
28086303,TEACHER,4414,563,single_column,False,False,True,True,True,True
13855004,TEACHER,6101,801,single_column,False,False,True,True,True,True
35421497,TEACHER,3870,483,single_column,False,False,True,True,True,True
69005326,TEACHER,5505,698,single_column,False,False,True,True,True,True
18001081,TEACHER,6848,873,single_column,False,False,True,True,True,True
14958913,TEACHER,5353,714,single_column,False,False,True,True,True,True
13296856,TEACHER,4887,594,single_column,False,False,True,True,True,True
63391085,TEACHER,5982,756,single_column,False,False,True,True,True,True
23939133,TEACHER,6229,825,single_column,False,False,True,True,True,True
96547039,TEACHER,5447,662,single_column,False,False,True,True,True,True
22807104,TEACHER,7791,1000,single_column,False,False,True,True,True,True
23628651,TEACHER,5236,734,single_column,False,False,True,True,True,True
29486525,TEACHER,5242,682,single_column,False,False,True,True,True,True
22510753,TEACHER,4945,615,single_column,False,False,True,True,True,True
21773106,TEACHER,7079,910,single_column,False,False,True,True,True,True
34465087,TEACHER,6819,812,single_column,False,True,True,True,True,True
24791126,TEACHER,6120,758,single_column,False,True,True,True,True,True
15899269,TEACHER,2930,372,single_column,False,False,True,True,True,True
37402097,TEACHER,2788,342,single_column,False,False,True,True,True,True
36206485,TEACHER,6664,834,single_column,False,False,True,True,True,True
36569713,TEACHER,2483,309,single_column,False,False,True,True,True,True
28013287,TEACHER,5812,850,single_column,False,False,True,True,True,True
29267293,TEACHER,3063,400,single_column,False,False,True,True,True,True
45286020,TEACHER,6844,938,single_column,False,False,True,True,True,True
13330982,TEACHER,5166,667,single_column,False,False,True,True,True,True
22551979,TEACHER,5888,724,single_column,False,False,True,True,True,True
29639533,TEACHER,6343,805,single_column,False,False,True,True,True,True
49285644,TEACHER,6255,816,single_column,False,False,True,True,True,True
16270906,TEACHER,11184,1509,single_column,False,False,True,True,True,True
27531694,TEACHER,8859,1118,single_column,False,False,True,True,True,True
74816727,TEACHER,4966,735,single_column,False,False,True,True,True,True
23398843,TEACHER,5467,645,single_column,True,False,True,True,True,True
31552617,TEACHER,2860,370,single_column,False,True,True,True,True,True
19556300,TEACHER,6407,810,single_column,False,False,True,True,True,True
66683238,TEACHER,5025,649,single_column,False,False,True,True,True,True
17311685,TEACHER,2285,260,single_column,False,False,True,True,True,True
17481570,TEACHER,2823,345,single_column,False,False,True,True,True,True
22884757,TEACHER,2777,330,single_column,False,False,True,True,True,True
58708773,TEACHER,2035,273,single_column,False,False,True,True,True,True
10527994,TEACHER,1815,209,single_column,False,False,True,True,True,True
69532425,TEACHER,2257,279,single_column,False,False,True,True,True,True
20399718,TEACHER,6015,736,single_column,False,False,True,True,True,True
19302310,TEACHER,5208,679,single_column,False,False,True,True,True,True
51209395,TEACHER,1632,183,single_column,False,False,True,True,True,True
22632070,TEACHER,3479,430,single_column,False,False,True,True,True,True
22056333,TEACHER,2364,283,single_column,False,False,True,True,True,True
11336022,TEACHER,3122,423,single_column,False,False,True,True,True,True
11616482,TEACHER,3916,475,single_column,False,False,True,True,True,True
34033933,TEACHER,5007,651,single_column,False,False,True,True,True,True
21531811,TEACHER,2452,309,single_column,False,False,True,True,True,True
20626794,TEACHER,1953,257,single_column,False,False,True,True,True,True
58665241,TEACHER,5626,765,single_column,False,False,True,True,True,True
37660306,TEACHER,18080,2694,single_column,False,False,True,True,True,True
13583538,TEACHER,6282,850,single_column,False,False,True,True,True,True
