raw_title,normalized_title,normalization_path,ontology_match_score,ontology_source
Copyright (c),Copyright (c),ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
copyright (c),copyright (c),ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Qhull,Qhull,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Copyright (c),Copyright (c),ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Copyright (c),Copyright (c),ontology_match,1.0,title_ontology.json
Copyright (c),Copyright (c),ontology_match,1.0,title_ontology.json
Copyright (c),Copyright (c),ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
backend engineer,Backend Engineer,ontology_match,1.0,title_ontology.json
senior software engineer,Senior Software Engineer,ontology_match,1.0,title_ontology.json
senior software engineer,Senior Software Engineer,ontology_match,1.0,title_ontology.json
frontend engineer,Frontend Engineer,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
machine learning engineer,Machine Learning Engineer,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Frontend Engineer,Frontend Engineer,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Backend Engineer,Backend Engineer,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
Software Professional,Software Professional,ontology_match,1.0,title_ontology.json
