candidate_id,title,final_score,title_similarity_contrib,semantic_sim_contrib,bm25_contrib,skill_coverage_contrib,seniority_contrib,quality_contrib,trap_penalty_contrib
CAND_0022023,ai research engineer,8.72075,4.95,0.8175000000000001,0.18600000000000003,0.615,0.836,1.3162500000000001,-0.0
CAND_0043829,ai research engineer,8.70663,4.95,0.545,0.124,0.3075,0.858,1.9221300000000003,-0.0
CAND_0067643,ai research engineer,8.704663333333334,4.95,0.545,0.124,0.3075,0.7993333333333333,1.97883,-0.0
CAND_0085199,ai research engineer,8.70297,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.792,1.64997,-0.0
CAND_0014858,ai research engineer,8.664523333333333,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.8653333333333333,1.5381900000000002,-0.0
CAND_0050146,ai research engineer,8.659593333333333,4.95,0.545,0.124,0.3075,0.7113333333333334,2.02176,-0.0
CAND_0061175,ai research engineer,8.645923333333334,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.7333333333333333,1.6515900000000003,-0.0
CAND_0073620,ai research engineer,8.612123333333333,4.95,0.8175000000000001,0.18600000000000003,0.615,0.8213333333333334,1.22229,-0.0
CAND_0030550,ai research engineer,8.611873333333333,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.8653333333333333,1.48554,-0.0
CAND_0091890,ai research engineer,8.609313333333333,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.8433333333333333,1.5049800000000002,-0.0
CAND_0043958,ai research engineer,8.607926666666668,4.95,0.545,0.124,0.3075,0.7406666666666667,1.94076,-0.0
CAND_0024947,ai research engineer,8.60739,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.792,1.5543900000000002,-0.0
CAND_0040200,ai research engineer,8.606613333333334,4.95,0.545,0.124,0.615,0.8433333333333333,1.52928,-0.0
CAND_0060303,ai research engineer,8.598943333333334,4.95,0.545,0.124,0.3075,0.8653333333333333,1.80711,-0.0
CAND_0001940,ai research engineer,8.57806,4.95,0.8175000000000001,0.18600000000000003,0.615,0.8140000000000001,1.19556,-0.0
CAND_0020845,ai research engineer,8.542593333333333,4.95,1.09,0.248,0.615,0.7113333333333334,0.92826,-0.0
CAND_0016432,ai research engineer,8.540450000000002,4.95,0.545,0.124,0.3075,0.836,1.77795,-0.0
CAND_0027218,ai research engineer,8.535603333333333,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.8433333333333333,1.43127,-0.0
CAND_0088378,ai research engineer,8.529673333333333,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.7993333333333333,1.46934,-0.0
CAND_0021827,ai research engineer,8.525753333333334,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.8213333333333334,1.4434200000000001,-0.0
CAND_0018925,ai research engineer,8.524163333333334,4.95,0.545,0.124,0.3075,0.8213333333333334,1.7763300000000002,-0.0
CAND_0051545,ai research engineer,8.521936666666667,4.95,0.545,0.124,0.3075,0.7186666666666667,1.8767700000000003,-0.0
CAND_0049771,ai research engineer,8.518796666666667,4.95,0.545,0.124,0.3075,0.8726666666666667,1.7196300000000002,-0.0
CAND_0039308,ai research engineer,8.51447,4.95,1.09,0.248,0.3075,0.836,1.08297,-0.0
CAND_0018888,ai research engineer,8.503566666666668,4.95,0.545,0.124,0.3075,0.7626666666666667,1.8144000000000002,-0.0
CAND_0098952,ai research engineer,8.473263333333334,4.95,0.545,0.124,0.3075,0.8433333333333333,1.70343,-0.0
CAND_0017590,ai research engineer,8.465380000000001,4.95,0.545,0.124,0.3075,0.88,1.6588800000000001,-0.0
CAND_0034169,ai research engineer,8.437783333333334,4.95,0.545,0.124,0.3075,0.7333333333333334,1.7779500000000004,-0.0
CAND_0051219,ai research engineer,8.43746,4.95,0.8175000000000001,0.18600000000000003,0.0,0.77,1.7139600000000002,-0.0
CAND_0088335,ai research engineer,8.437146666666669,4.95,0.545,0.124,0.3075,0.7626666666666667,1.74798,-0.0
CAND_0096801,ai research engineer,8.408203333333335,4.95,0.545,0.124,0.3075,0.7993333333333333,1.6823700000000001,-0.0
CAND_0074648,ai research engineer,8.387113333333334,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.7993333333333333,1.32678,-0.0
CAND_0040310,ai research engineer,8.386636666666668,4.95,0.545,0.124,0.3075,0.8506666666666667,1.6094700000000002,-0.0
CAND_0087316,ai research engineer,8.34303,4.95,0.8175000000000001,0.18600000000000003,0.615,0.792,0.9825300000000001,-0.0
CAND_0081846,lead ai engineer,8.337806666666667,2.475,1.9075000000000002,0.43400000000000005,0.9225,0.7406666666666667,1.8581400000000001,-0.0
CAND_0041625,ai research engineer,8.309673333333333,4.95,0.2725,0.062,0.3075,0.8433333333333333,1.8743400000000001,-0.0
CAND_0008295,ai research engineer,8.272703333333334,4.95,0.2725,0.062,0.3075,0.7553333333333333,1.92537,-0.0
CAND_0033179,ai research engineer,8.220886666666667,4.95,0.8175000000000001,0.18600000000000003,0.0,0.7186666666666667,1.54872,-0.0
CAND_0094165,ai research engineer,8.206943333333335,4.95,0.545,0.124,0.0,0.8213333333333334,1.7666100000000002,-0.0
CAND_0073450,ai research engineer,8.17543,4.95,0.545,0.124,0.3075,0.748,1.50093,-0.0
CAND_0000422,ai research engineer,8.17313,4.95,0.545,0.124,0.3075,0.77,1.47663,-0.0
CAND_0022852,ai research engineer,8.109586666666667,4.95,0.8175000000000001,0.18600000000000003,0.3075,0.8506666666666667,0.99792,-0.0
CAND_0015760,ai research engineer,8.087573333333333,4.95,0.545,0.124,0.3075,0.8213333333333334,1.33974,-0.0
CAND_0070544,ai research engineer,8.075203333333333,4.95,0.2725,0.062,0.0,0.8653333333333333,1.92537,-0.0
CAND_0075175,ai research engineer,8.066133333333333,4.95,0.8175000000000001,0.18600000000000003,0.0,0.7113333333333334,1.4013,-0.0
CAND_0043381,ai research engineer,8.051813333333333,4.95,0.8175000000000001,0.18600000000000003,0.0,0.7553333333333334,1.3429800000000003,-0.0
CAND_0036484,ai research engineer,8.041403333333333,4.95,0.545,0.124,0.3075,0.8213333333333334,1.29357,-0.0
CAND_0095858,ai research engineer,8.04139,4.95,0.2725,0.062,0.3075,0.8140000000000001,1.6353900000000001,-0.0
CAND_0050876,applied ml engineer,8.039323333333334,2.475,1.3625,0.31,0.9225,0.7993333333333333,2.16999,-0.0
CAND_0044890,ai research engineer,8.027936666666667,4.95,0.545,0.124,0.3075,0.8726666666666667,1.22877,-0.0
CAND_0005311,ai research engineer,8.014236666666667,4.95,0.2725,0.062,0.0,0.8286666666666667,1.90107,-0.0
CAND_0041348,ai research engineer,8.006646666666667,4.95,0.545,0.124,0.3075,0.6966666666666667,1.38348,-0.0
CAND_0022720,ai research engineer,7.989983333333334,4.95,0.545,0.124,0.3075,0.7553333333333333,1.3081500000000001,-0.0
CAND_0093547,senior machine learning engineer,7.9808433333333335,2.475,1.6350000000000002,0.37200000000000005,0.9225,0.7773333333333333,1.7990100000000002,-0.0
CAND_0004402,ai research engineer,7.976773333333333,4.95,0.545,0.124,0.0,0.7993333333333333,1.55844,-0.0
CAND_0051936,ai research engineer,7.969083333333334,4.95,0.2725,0.062,0.3075,0.7773333333333333,1.5997500000000002,-0.0
CAND_0071747,ai research engineer,7.9675633333333336,4.95,0.545,0.124,0.3075,0.7993333333333333,1.24173,-0.0
CAND_0042056,ai research engineer,7.950163333333333,4.95,0.545,0.124,0.3075,0.7333333333333334,1.29033,-0.0
CAND_0020494,ai research engineer,7.9319966666666675,4.95,0.2725,0.062,0.3075,0.8066666666666668,1.53333,-0.0
CAND_0036973,ai research engineer,7.930546666666667,4.95,0.2725,0.062,0.0,0.7846666666666667,1.8613800000000003,-0.0
CAND_0071974,senior ai engineer,7.928523333333334,2.475,1.6350000000000002,0.37200000000000005,0.615,0.6453333333333333,2.18619,-0.0
CAND_0093185,ai research engineer,7.928173333333333,4.95,0.545,0.124,0.0,0.7993333333333333,1.50984,-0.0
CAND_0006833,ai research engineer,7.922663333333333,4.95,0.2725,0.062,0.0,0.8213333333333334,1.81683,-0.0
CAND_0008239,ai engineer,7.9113,2.475,1.3625,0.31,0.9225,0.792,2.0493,-0.0
CAND_0051466,ai research engineer,7.880803333333334,4.95,0.2725,0.062,0.0,0.8653333333333333,1.7309700000000001,-0.0
CAND_0074735,applied ml engineer,7.8786933333333335,2.475,1.3625,0.31,0.615,0.8433333333333333,2.27286,-0.0
CAND_0025971,junior ml engineer,7.866286666666666,2.475,1.3625,0.31,0.9225,0.8506666666666667,1.9456200000000001,-0.0
CAND_0010541,ai research engineer,7.866183333333333,4.95,0.545,0.124,0.3075,0.7773333333333333,1.1623500000000002,-0.0
CAND_0043312,ai research engineer,7.854566666666667,4.95,0.0,0.0,0.0,0.8066666666666668,2.0979,-0.0
CAND_0011923,ai research engineer,7.852456666666666,4.95,0.545,0.124,0.3075,0.7846666666666666,1.1412900000000001,-0.0
CAND_0019288,ai research engineer,7.846193333333333,4.95,0.545,0.124,0.3075,0.8213333333333334,1.09836,-0.0
CAND_0058146,ai research engineer,7.845250000000001,4.95,0.2725,0.062,0.0,0.88,1.6807500000000002,-0.0
CAND_0022415,ai research engineer,7.835866666666667,4.95,0.545,0.124,0.3075,0.7186666666666667,1.1907,-0.0
CAND_0087702,ai research engineer,7.834853333333333,4.95,0.545,0.124,0.3075,0.8213333333333334,1.08702,-0.0
CAND_0092706,ai research engineer,7.833520000000001,4.95,0.2725,0.062,0.0,0.8140000000000001,1.73502,-0.0
CAND_0002025,senior ai engineer,7.8266366666666665,2.475,1.3625,0.31,0.615,0.8066666666666668,2.25747,-0.0
CAND_0029294,ai research engineer,7.767736666666667,4.95,0.2725,0.062,0.0,0.7846666666666666,1.6985700000000001,-0.0
CAND_0080794,ai research engineer,7.745823333333334,4.95,0.2725,0.062,0.0,0.7773333333333333,1.6839900000000003,-0.0
