candidate_id,title,final_score,title_similarity_contrib,semantic_sim_contrib,bm25_contrib,skill_coverage_contrib,seniority_contrib,quality_contrib,trap_penalty_contrib
CAND_0049880,sales executive,6.189153333333334,2.475,1.09,0.248,0.615,0.4473333333333334,1.31382,-0.0
CAND_0062602,sales executive,6.182713333333334,2.475,1.09,0.248,0.615,0.8653333333333333,0.88938,-0.0
CAND_0084803,sales executive,6.182396666666668,2.475,1.09,0.248,0.615,0.6746666666666666,1.07973,-0.0
CAND_0052770,sales executive,6.174180000000001,2.475,1.09,0.248,0.615,0.792,0.95418,-0.0
CAND_0049892,sales executive,6.167976666666667,2.475,0.8175000000000001,0.18600000000000003,0.615,0.6966666666666667,1.3778100000000002,-0.0
CAND_0056739,sales executive,6.1607,2.475,1.3625,0.31,0.615,0.5720000000000001,0.8262,-0.0
CAND_0059570,sales executive,6.155640000000001,2.475,1.09,0.248,0.615,0.39599999999999996,1.3316400000000002,-0.0
CAND_0047505,sales executive,6.154570000000001,2.475,1.09,0.248,0.615,0.35200000000000004,1.37457,-0.0
CAND_0032044,sales executive,6.1455866666666665,2.475,0.8175000000000001,0.18600000000000003,0.615,0.6086666666666667,1.4434200000000001,-0.0
CAND_0033889,sales executive,6.144443333333334,2.475,1.09,0.248,0.615,0.5573333333333333,1.15911,-0.0
CAND_0007016,sales executive,6.1344,2.475,0.8175000000000001,0.18600000000000003,0.3075,0.858,1.4904,-0.0
CAND_0002657,sales executive,6.132523333333333,2.475,0.8175000000000001,0.18600000000000003,0.615,0.8653333333333333,1.17369,-0.0
CAND_0033827,sales executive,6.124973333333334,2.475,1.09,0.248,0.615,0.6893333333333334,1.00764,-0.0
CAND_0071905,sales executive,6.124510000000001,2.475,0.8175000000000001,0.18600000000000003,0.615,0.88,1.15101,-0.0
CAND_0077897,sales executive,6.119666666666667,2.475,0.8175000000000001,0.18600000000000003,0.615,0.6086666666666667,1.4175,-0.0
CAND_0059821,sales executive,6.115919999999999,2.475,0.545,0.124,0.615,0.792,1.56492,-0.0
CAND_0051174,sales executive,6.114870000000001,2.475,1.09,0.248,0.0,0.66,1.6418700000000002,-0.0
CAND_0034099,sales executive,6.111536666666666,2.475,0.545,0.124,0.615,0.8726666666666667,1.47987,-0.0
CAND_0032140,sales executive,6.102553333333334,2.475,0.8175000000000001,0.18600000000000003,0.615,0.8653333333333333,1.14372,-0.0
CAND_0084794,sales executive,6.09865,2.475,0.8175000000000001,0.18600000000000003,0.615,0.616,1.3891499999999999,-0.0
CAND_0058758,sales executive,6.097580000000001,2.475,0.8175000000000001,0.18600000000000003,0.615,0.5720000000000001,1.43208,-0.0
CAND_0003874,sales executive,6.094890000000001,2.475,0.8175000000000001,0.18600000000000003,0.615,0.528,1.47339,-0.0
CAND_0027638,sales executive,6.094816666666667,2.475,0.8175000000000001,0.18600000000000003,0.615,0.6526666666666666,1.3486500000000001,-0.0
CAND_0045850,sales executive,6.084093333333334,2.475,0.8175000000000001,0.18600000000000003,0.3075,0.8433333333333333,1.45476,-0.0
CAND_0016124,sales executive,6.08407,2.475,0.545,0.124,0.615,0.748,1.5770700000000002,-0.0
CAND_0075764,sales executive,6.083096666666667,2.475,0.545,0.124,0.3075,0.8066666666666668,1.8249300000000002,-0.0
CAND_0044186,sales executive,6.0803666666666665,2.475,0.545,0.124,0.615,0.8066666666666668,1.5147000000000002,-0.0
CAND_0072840,sales executive,6.079860000000001,2.475,1.09,0.248,0.615,0.5940000000000001,1.05786,-0.0
CAND_0015357,sales executive,6.079513333333334,2.475,1.09,0.248,0.615,0.5353333333333334,1.11618,-0.0
CAND_0000643,sales executive,6.0727133333333345,2.475,1.09,0.248,0.615,0.7553333333333333,0.88938,-0.0
CAND_0016643,sales executive,6.059813333333334,2.475,1.09,0.248,0.615,0.49133333333333334,1.1404800000000002,-0.0
CAND_0088843,sales executive,6.054996666666668,2.475,1.09,0.248,0.615,0.49866666666666665,1.12833,-0.0
CAND_0058072,sales executive,6.043513333333333,2.475,0.8175000000000001,0.18600000000000003,0.615,0.46933333333333344,1.48068,-0.0
CAND_0065101,sales executive,6.042296666666667,2.475,1.09,0.248,0.615,0.5426666666666667,1.07163,-0.0
CAND_0069902,sales executive,6.042166666666667,2.475,1.3625,0.31,0.615,0.38866666666666666,0.8910000000000001,-0.0
CAND_0018288,sales executive,6.03748,2.475,1.09,0.248,0.615,0.55,1.05948,-0.0
CAND_0033230,sales executive,6.030740000000001,2.475,1.09,0.248,0.615,0.506,1.09674,-0.0
CAND_0092120,sales executive,6.030480000000001,2.475,1.09,0.248,0.615,0.462,1.14048,-0.0
CAND_0029359,sales executive,6.025966666666666,2.475,0.545,0.124,0.615,0.7846666666666667,1.4823000000000002,-0.0
CAND_0033096,sales executive,6.024590000000001,2.475,1.09,0.248,0.615,0.836,0.7605900000000001,-0.0
CAND_0029927,sales executive,6.009953333333335,2.475,1.09,0.248,0.615,0.6893333333333335,0.89262,-0.0
CAND_0055485,sales executive,6.008713333333334,2.475,0.545,0.124,0.615,0.4693333333333333,1.7803800000000005,-0.0
CAND_0083322,sales executive,6.00838,2.475,0.545,0.124,0.615,0.55,1.6993800000000001,-0.0
CAND_0067097,sales executive,6.002650000000001,2.475,1.09,0.248,0.615,0.55,1.02465,-0.0
CAND_0067650,sales executive,6.000800000000001,2.475,0.8175000000000001,0.18600000000000003,0.615,0.506,1.4013,-0.0
CAND_0029923,sales executive,5.999280000000001,2.475,0.8175000000000001,0.18600000000000003,0.615,0.66,1.2457799999999999,-0.0
CAND_0068648,sales executive,5.996443333333334,2.475,0.8175000000000001,0.18600000000000003,0.615,0.8653333333333333,1.0376100000000001,-0.0
CAND_0036794,sales executive,5.990716666666667,2.475,1.3625,0.31,0.615,0.4546666666666667,0.7735500000000001,-0.0
CAND_0044155,sales executive,5.990686666666668,2.475,0.8175000000000001,0.18600000000000003,0.615,0.8506666666666667,1.0465200000000001,-0.0
CAND_0098129,sales executive,5.990180000000001,2.475,1.09,0.248,0.615,0.77,0.79218,-0.0
CAND_0087259,sales executive,5.989126666666667,2.475,0.8175000000000001,0.18600000000000003,0.615,0.5866666666666667,1.3089600000000001,-0.0
CAND_0055412,sales executive,5.9873166666666675,2.475,0.8175000000000001,0.18600000000000003,0.615,0.8286666666666667,1.06515,-0.0
CAND_0024199,sales executive,5.983946666666667,2.475,0.8175000000000001,0.18600000000000003,0.615,0.8066666666666668,1.0837800000000002,-0.0
CAND_0072378,sales executive,5.981286666666667,2.475,0.545,0.124,0.615,0.7626666666666667,1.4596200000000001,-0.0
